DATE,CLOSE,HIGH,LOW,OPEN,VOLUME,SEC_ID
2024-02-12,93.77913665771484,93.87517117306177,93.65428519349635,93.82715025190637,5696300,AGG
2024-02-13,92.91480255126953,93.25092698657916,92.91480255126953,93.19330774822984,15872600,AGG
2024-02-14,93.32776641845703,93.36618169000609,93.00124027377201,93.00124027377201,8776900,AGG
2024-02-15,93.54864501953125,93.68309479586635,93.37577997467707,93.62546822960611,7194500,AGG
2024-02-16,93.25093841552734,93.25093841552734,93.05886937951396,93.10688297503528,7723700,AGG
2024-02-20,93.3373794555664,93.50063887734866,93.30856983136536,93.37579473015596,8735700,AGG
2024-02-21,93.05887603759766,93.42381016291866,93.03006641283082,93.42381016291866,7785100,AGG
2024-02-22,93.13569641113281,93.2413292480803,93.001239298639,93.08767549045903,7538200,AGG
2024-02-23,93.4814224243164,93.52944334664777,93.145297948889,93.145297948889,7737900,AGG
2024-02-26,93.27975463867188,93.49103498941516,93.1261008643815,93.48142933884557,9374600,AGG
2024-02-27,93.15489959716797,93.3661799232077,93.09728035441667,93.25093411074138,9065300,AGG
2024-02-28,93.3373794555664,93.37579473015596,93.16451438339566,93.22213363179776,7942500,AGG
2024-02-29,93.49102020263672,93.69269487091303,93.4334009622616,93.51982982282428,16774100,AGG
2024-03-01,93.93987274169922,93.95914064729536,93.2463751112955,93.41974951889644,8994800,AGG
2024-03-04,93.7087173461914,93.79540088314509,93.65092832155561,93.67982283387352,7428200,AGG
2024-03-05,94.21920776367188,94.31552525537765,94.00730487278702,94.09399575930972,6815500,AGG
2024-03-06,94.36367797851562,94.54668633793783,94.30588895914138,94.34441007302233,16536100,AGG
2024-03-07,94.56594848632812,94.6237375066749,94.36367956656147,94.60447694941028,7726600,AGG
2024-03-08,94.65263366699219,94.78748696440722,94.57558408803754,94.72005664142317,7168700,AGG
2024-03-11,94.54669189453125,94.69116445145764,94.4792615698946,94.66226994007235,11354600,AGG
2024-03-12,94.3058853149414,94.43109730159804,94.19993388448096,94.41182939684931,7471900,AGG
2024-03-13,94.13252258300781,94.32515756305773,94.13252258300781,94.21920611946425,5846600,AGG
2024-03-14,93.53533935546875,93.89172214041866,93.52570540221248,93.89172214041866,10541000,AGG
2024-03-15,93.52569580078125,93.62201327779628,93.44863887974823,93.573858213565,5756800,AGG
2024-03-18,93.42938995361328,93.54497534955057,93.35233302298842,93.4968129307717,5227200,AGG
2024-03-19,93.66055297851562,93.75687046708973,93.53534097822462,93.57386944336493,5076600,AGG
2024-03-20,93.85318756103516,94.03618856966179,93.55459381797102,93.70870766581737,8681200,AGG
2024-03-21,93.92061614990234,94.08435661161819,93.8242986635138,94.0265675894957,10100300,AGG
2024-03-22,94.21920776367188,94.30589865019458,94.14215083088583,94.30589865019458,8359200,AGG
2024-03-25,94.04582214355469,94.16140752897398,93.97839917253161,94.16140752897398,11037700,AGG
2024-03-26,94.14214324951172,94.16141115543336,93.93024037569164,94.06509367148414,8830500,AGG
2024-03-27,94.45035552978516,94.46962343405897,94.1902976105074,94.19993156264431,9366800,AGG
2024-03-28,94.33477783203125,94.46962376821557,94.24808695959712,94.32514387986026,8863300,AGG
2024-04-01,93.64889526367188,94.03530939173645,93.60058981247528,94.01599163348403,8667400,AGG
2024-04-02,93.58125305175781,93.60057080608759,93.26245482749987,93.37838346460518,10624600,AGG
2024-04-03,93.63922882080078,93.65854657825305,93.21416445308355,93.3011127875606,6919300,AGG
2024-04-04,93.8614273071289,93.87108250105123,93.62956998620628,93.8131218560091,9327500,AGG
2024-04-05,93.39771270751953,93.7068484074507,93.39771270751953,93.47499847509644,12343600,AGG
2024-04-08,93.3107681274414,93.41703421953737,93.22382716320475,93.28178780602919,11457100,AGG
2024-04-09,93.62957000732422,93.68753802275647,93.5426290397414,93.5426290397414,5736500,AGG
2024-04-10,92.50895690917969,93.00163713896588,92.48963178033877,92.95333905761787,11248700,AGG
2024-04-11,92.52827453613281,92.76978705366099,92.34472266429073,92.72148897238162,16217600,AGG
2024-04-12,92.70215606689453,92.93400600056637,92.70215606689453,92.8180847189187,17284600,AGG
2024-04-15,92.141845703125,92.28675467618824,91.97761897316238,92.22879403511355,11705300,AGG
2024-04-16,91.8810043334961,91.94862753002867,91.67813474389835,91.78440081993179,17565900,AGG
2024-04-17,92.30607604980469,92.36403668852238,92.01625811546376,92.16116708263422,7567800,AGG
2024-04-18,92.04524230957031,92.32539769245967,91.9872816684127,92.30607993553265,7717500,AGG
2024-04-19,92.141845703125,92.30607980346416,92.09354762568827,92.28675467618824,9121700,AGG
2024-04-22,92.19981384277344,92.28675480450634,92.08388519008635,92.09354775373775,9029000,AGG
2024-04-23,92.39302825927734,92.58623532544875,92.06457477271051,92.1418531769528,10837100,AGG
2024-04-24,92.15149688720703,92.22878264601381,91.96794505263485,92.14183432476227,7961000,AGG
2024-04-25,91.89067077636719,91.90998853174555,91.62983317131558,91.7167814964581,6758100,AGG
2024-04-26,92.09353637695312,92.22878276985878,92.06455605995556,92.08387381449539,8442500,AGG
2024-04-29,92.37369537353516,92.42199344698007,92.20946128676987,92.35437024785645,7384600,AGG
2024-04-30,91.99694061279297,92.25777085811738,91.9196548473723,92.08388157110902,11228300,AGG
2024-05-01,92.32156372070312,92.62197481260057,92.0502303937857,92.25373038897376,11017700,AGG
2024-05-02,92.7382583618164,92.76733612744307,92.27311761769329,92.32156577384674,7607300,AGG
2024-05-03,93.21310424804688,93.47474500694072,92.96114868495258,93.3390783329544,9146700,AGG
2024-05-06,93.28092956542969,93.34876289659104,93.1743332745649,93.23247401748075,10155500,AGG
2024-05-07,93.47473907470703,93.6782390727717,93.39721315355513,93.54257240739526,7687000,AGG
2024-05-08,93.28092956542969,93.36814067980346,93.25185919397177,93.27123697718419,4587200,AGG
2024-05-09,93.45535278320312,93.54256389160054,93.21308984661728,93.22277504092048,6732500,AGG
2024-05-10,93.26155090332031,93.34876941706496,93.18403237177733,93.2809360811654,5326400,AGG
2024-05-13,93.30999755859375,93.48442717617401,93.30030497059529,93.45535680545704,5263200,AGG
2024-05-14,93.56195831298828,93.6491694300043,93.43597684181559,93.51350276357127,5243300,AGG
2024-05-15,94.1821517944336,94.2693629122774,93.97865179285246,94.10462587194205,5846300,AGG
2024-05-16,94.0755615234375,94.25967635954605,94.00772818523343,94.22092078909746,7894400,AGG
2024-05-17,93.77513885498047,93.99802402064928,93.77513885498047,93.92049810274025,5267100,AGG
2024-05-20,93.68792724609375,93.76545316359216,93.67823465808684,93.71699761683605,5263000,AGG
2024-05-21,93.86235046386719,93.94956157014764,93.83328009510703,93.92049120138749,5227900,AGG
2024-05-22,93.74607849121094,93.89143775448741,93.6588673692126,93.6685599583055,3823600,AGG
2024-05-23,93.48442840576172,93.83328764551074,93.38752470433776,93.83328764551074,5094900,AGG
2024-05-24,93.59102630615234,93.6297892660448,93.40690409498288,93.44566705487532,3072100,AGG
2024-05-28,93.15495300292969,93.69762707407234,93.14526780745283,93.67824189656065,6046100,AGG
2024-05-29,92.7964096069336,92.96114665127321,92.67042813150289,92.94176886681876,8249100,AGG
2024-05-30,93.23247528076172,93.25186045751539,93.04835306799525,93.10650120497759,5568800,AGG
2024-05-31,93.53288269042969,93.60071602520043,93.42629378717194,93.47474194442019,8762900,AGG
2024-06-03,94.0986557006836,94.0986557006836,93.69037078576329,93.7098168093945,6095500,AGG
2024-06-04,94.43887329101562,94.52635813524843,94.23473457132184,94.29305780081037,3979100,AGG
2024-06-05,94.73049926757812,94.73049926757812,94.3319448284494,94.57496817948626,4602500,AGG
2024-06-06,94.75968170166016,94.77912030923936,94.5944201630538,94.5944201630538,6568700,AGG
2024-06-07,93.92366027832031,94.11807597785894,93.92366027832031,94.11807597785894,5365000,AGG
2024-06-10,93.84590911865234,93.89450934466186,93.73897823835246,93.82646309506056,8235900,AGG
2024-06-11,94.16668701171875,94.2250102403899,93.8653330251222,93.94310227433962,4650200,AGG
2024-06-12,94.61386108398438,95.08046180556987,94.59441506096887,94.87632306281562,7627000,AGG
2024-06-13,95.0901870727539,95.19711795242146,94.85688670642695,94.97353318134796,7094800,AGG
2024-06-14,95.18739318847656,95.31377008929456,95.11934694053025,95.11934694053025,6239500,AGG
2024-06-17,94.84716033935547,94.87632195705409,94.7305064520763,94.84716033935547,5265000,AGG
2024-06-18,95.18739318847656,95.30404707773515,94.95409282644418,94.97353143307822,7030700,AGG
2024-06-20,95.02213287353516,95.04157147890069,94.79854812116787,94.82771715394261,5621600,AGG
2024-06-21,95.0318603515625,95.24572210305774,94.92492947581488,95.15822983358939,4715500,AGG
2024-06-24,95.10961151123047,95.12905753181037,94.99296505368632,95.09017290713439,5017300,AGG
2024-06-25,95.09989929199219,95.14849951219887,94.98324541382482,95.05129165530143,5701700,AGG
2024-06-26,94.67217254638672,94.76938039992095,94.6527339422734,94.71105717109717,4964100,AGG
2024-06-27,94.82772064208984,94.94436711154238,94.81799763080728,94.83743623688784,5276500,AGG
2024-06-28,94.36112213134766,95.07075369760364,94.36112213134766,95.04158466078324,12781500,AGG
2024-07-01,93.85503387451172,94.25483551187223,93.82578154778858,94.03055527440466,12238900,AGG
2024-07-02,94.16706848144531,94.26457871433709,94.0403059226414,94.23532638842495,5441900,AGG
2024-07-03,94.67411804199219,94.75212919744106,94.3620808597499,94.39134062270817,4061100,AGG
2024-07-05,95.15191650390625,95.20066788907762,94.88863075368273,95.02514653544598,3489900,AGG
2024-07-08,95.18119049072266,95.22019607147057,95.02516816773098,95.16168398057178,4602900,AGG
2024-07-09,95.09342193603516,95.18118634878725,94.91790055008448,95.08367612093765,5004600,AGG
2024-07-10,95.1909408569336,95.23969225172361,95.06417086346163,95.18118760215415,4586000,AGG
2024-07-11,95.67849731445312,95.86376451382095,95.64923755076548,95.73700196272155,3789000,AGG
2024-07-12,95.94178009033203,95.94178009033203,95.68824753690197,95.72725311739534,6329000,AGG
2024-07-15,95.6102294921875,95.83450224698409,95.59072298508616,95.70773970903613,6984700,AGG
2024-07-16,96.00028228759766,96.00028228759766,95.69799834594237,95.73700392543878,8936100,AGG
2024-07-17,96.06854248046875,96.11730131588926,95.78576504160186,95.81501736703267,5680400,AGG
2024-07-18,95.80525970458984,96.10754363954011,95.76625412595861,95.92227644048354,10584200,AGG
2024-07-19,95.6102294921875,95.65898088083549,95.53221834288752,95.60047623863683,7735700,AGG
2024-07-22,95.57124328613281,95.75651050382592,95.42497421144044,95.67850677827028,11657500,AGG
2024-07-23,95.56149291992188,95.73701432694881,95.54199384783196,95.6590031594803,7225900,AGG
2024-07-24,95.26895141601562,95.74676422031446,95.26895141601562,95.38596816310896,6578500,AGG
