DATE,SEC_ID,SEC_NM,OPEN,HIGH,LOW,CLOSE,NUM_SHARES,AMOUNT,NUM_TRANSACTIONS
2017-06-22,600276,恒瑞医药,31.72,32.04,31.41,31.47,199124.64,633202048.0,22729
2017-06-23,600276,恒瑞医药,31.46,32.07,31.4,31.87,145045.67,461078752.0,16328
2017-06-26,600276,恒瑞医药,32.0,32.57,31.84,32.48,192436.91,619428032.0,21234
2017-06-27,600276,恒瑞医药,32.5,32.65,32.19,32.49,116747.27,378282816.0,13560
2017-06-28,600276,恒瑞医药,32.31,32.41,31.78,31.85,110391.84,354155296.0,13014
2017-06-29,600276,恒瑞医药,31.79,32.35,31.78,32.18,110307.59,354050976.0,12538
2017-06-30,600276,恒瑞医药,32.16,32.3,31.86,32.16,77553.84,248932096.0,8216
2017-07-03,600276,恒瑞医药,32.27,32.43,31.78,31.84,119516.27,383048640.0,14801
2017-07-04,600276,恒瑞医药,31.72,31.78,31.14,31.26,157865.75,494178944.0,21931
2017-07-05,600276,恒瑞医药,31.22,31.64,31.16,31.62,70536.96,221831456.0,10728
2017-07-06,600276,恒瑞医药,31.62,31.64,31.2,31.32,99947.63,313091232.0,11186
2017-07-07,600276,恒瑞医药,31.27,31.27,30.95,31.03,104797.68,325492000.0,12437
2017-07-10,600276,恒瑞医药,30.97,31.5,30.77,31.35,107023.8,333689536.0,11732
2017-07-11,600276,恒瑞医药,31.36,31.59,31.28,31.48,74862.84,235547056.0,9736
2017-07-12,600276,恒瑞医药,31.62,31.65,31.08,31.19,74073.48,231484816.0,9417
2017-07-13,600276,恒瑞医药,31.21,31.52,31.11,31.21,85130.76,265710576.0,8459
2017-07-14,600276,恒瑞医药,31.14,31.14,30.89,30.96,92415.95,286482016.0,10532
2017-07-17,600276,恒瑞医药,30.95,31.46,30.77,31.17,114227.88,356226368.0,12813
2017-07-18,600276,恒瑞医药,31.23,31.89,31.15,31.87,193957.91,613119744.0,19433
2017-07-19,600276,恒瑞医药,31.93,32.39,31.82,32.11,117619.31,378763872.0,14410
2017-07-20,600276,恒瑞医药,31.96,32.39,31.78,32.02,114160.8,365846496.0,14295
2017-07-21,600276,恒瑞医药,32.04,32.16,31.68,31.73,127668.84,405861696.0,12833
2017-07-24,600276,恒瑞医药,31.73,32.03,31.69,31.82,62819.64,199948768.0,8545
2017-07-25,600276,恒瑞医药,31.78,32.16,31.77,31.86,71742.84,229596816.0,10307
2017-07-26,600276,恒瑞医药,31.9,32.04,31.72,31.93,76889.28,245198576.0,12314
2017-07-27,600276,恒瑞医药,31.94,32.11,31.69,32.09,71267.04,227206848.0,8869
2017-07-28,600276,恒瑞医药,32.17,32.64,32.11,32.36,127695.36,414076224.0,12543
2017-07-31,600276,恒瑞医药,32.6,32.61,32.27,32.55,106761.72,346681056.0,9430
2017-08-01,600276,恒瑞医药,32.54,32.65,32.34,32.62,75502.44,245728464.0,9090
2017-08-02,600276,恒瑞医药,32.51,32.62,31.84,31.94,104251.68,334984768.0,12466
2017-08-03,600276,恒瑞医药,31.88,32.1,31.77,31.86,87169.68,277805216.0,11088
2017-08-04,600276,恒瑞医药,31.83,32.07,31.78,31.87,67953.6,216358960.0,9044
2017-08-07,600276,恒瑞医药,31.86,32.32,31.64,32.25,72176.52,231144512.0,9084
2017-08-08,600276,恒瑞医药,32.33,32.52,32.17,32.26,96372.12,311730080.0,8796
2017-08-09,600276,恒瑞医药,32.27,34.15,32.19,33.67,220994.27,737265280.0,20923
2017-08-10,600276,恒瑞医药,33.49,33.9,33.2,33.44,94314.48,315992032.0,12273
2017-08-11,600276,恒瑞医药,33.37,33.89,33.27,33.8,135478.2,456126976.0,13512
2017-08-14,600276,恒瑞医药,33.8,35.11,33.8,34.96,186209.39,646124736.0,18262
2017-08-15,600276,恒瑞医药,34.99,35.09,34.46,34.69,96659.16,335844384.0,12936
2017-08-16,600276,恒瑞医药,34.69,35.06,34.28,34.39,77550.72,268039472.0,10344
2017-08-17,600276,恒瑞医药,34.35,34.35,33.93,34.09,81419.52,277343392.0,10440
2017-08-18,600276,恒瑞医药,33.98,34.34,33.96,34.16,61393.8,209740944.0,7963
2017-08-21,600276,恒瑞医药,34.18,34.97,34.17,34.86,110327.88,384041888.0,15085
2017-08-22,600276,恒瑞医药,34.8,34.89,34.39,34.5,56988.36,197074480.0,7708
2017-08-23,600276,恒瑞医药,34.4,35.06,34.35,34.73,59900.88,208856016.0,6331
2017-08-24,600276,恒瑞医药,34.75,34.9,34.61,34.86,64746.24,224814720.0,6819
2017-08-25,600276,恒瑞医药,34.93,35.41,34.73,34.79,122620.68,429586528.0,15595
2017-08-28,600276,恒瑞医药,34.7,35.09,34.09,34.36,163528.55,563856832.0,20016
2017-08-29,600276,恒瑞医药,34.48,34.56,34.09,34.35,93261.48,319569312.0,9884
2017-08-30,600276,恒瑞医药,34.45,34.59,34.22,34.39,82299.36,282975904.0,9462
2017-08-31,600276,恒瑞医药,34.2,34.47,34.07,34.44,101150.4,346486944.0,12581
2017-09-01,600276,恒瑞医药,34.52,35.53,34.52,35.43,198706.55,699357568.0,19771
2017-09-04,600276,恒瑞医药,35.45,37.65,35.43,37.18,231092.16,849952064.0,22807
2017-09-05,600276,恒瑞医药,36.99,37.3,36.75,37.05,109260.84,404265568.0,13371
2017-09-06,600276,恒瑞医药,36.92,37.05,36.39,36.63,107619.72,394143680.0,13049
2017-09-07,600276,恒瑞医药,36.59,37.84,36.32,37.15,104577.72,389759104.0,12487
2017-09-08,600276,恒瑞医药,37.27,38.18,36.96,37.83,117943.8,444098432.0,14486
2017-09-11,600276,恒瑞医药,37.81,37.81,37.04,37.18,103928.76,388566624.0,13411
2017-09-12,600276,恒瑞医药,37.14,37.17,36.46,37.09,111646.08,410180128.0,14310
2017-09-13,600276,恒瑞医药,36.94,37.36,36.72,37.19,82846.91,307173952.0,10355
2017-09-14,600276,恒瑞医药,37.12,37.73,36.72,36.75,89447.27,331572096.0,12190
2017-09-15,600276,恒瑞医药,36.64,37.09,36.59,37.06,64646.4,238481856.0,8577
2017-09-18,600276,恒瑞医药,37.18,37.65,37.09,37.3,67078.44,250861728.0,9146
2017-09-19,600276,恒瑞医药,37.3,37.55,37.17,37.41,54060.24,201829120.0,7701
2017-09-20,600276,恒瑞医药,37.41,37.66,37.37,37.48,42157.44,158086224.0,5615
2017-09-21,600276,恒瑞医药,37.52,37.54,36.92,37.07,73279.44,271729920.0,9164
2017-09-22,600276,恒瑞医药,36.91,37.27,36.86,37.0,50224.2,186045728.0,8270
2017-09-25,600276,恒瑞医药,37.07,37.23,36.67,36.99,86444.27,319646080.0,12679
2017-09-26,600276,恒瑞医药,36.87,37.18,36.77,36.96,60354.84,223026608.0,10834
2017-09-27,600276,恒瑞医药,37.43,37.55,37.01,37.19,82545.84,307658976.0,10948
2017-09-28,600276,恒瑞医药,37.23,38.27,37.19,38.25,146629.08,555262016.0,16946
2017-09-29,600276,恒瑞医药,38.48,38.82,38.07,38.15,101446.8,390238176.0,13184
2017-10-09,600276,恒瑞医药,38.71,40.63,38.59,39.44,189092.28,749852096.0,23223
2017-10-10,600276,恒瑞医药,39.41,40.1,38.09,38.78,222549.59,864401216.0,29536
2017-10-11,600276,恒瑞医药,38.9,40.04,38.9,39.73,178560.72,707161600.0,24966
2017-10-12,600276,恒瑞医药,39.76,40.53,39.76,40.07,112830.12,452413664.0,16481
2017-10-13,600276,恒瑞医药,40.11,40.18,39.54,40.06,80174.64,319886656.0,12695
2017-10-16,600276,恒瑞医药,40.05,40.73,39.77,40.12,97952.4,393758272.0,12728
2017-10-17,600276,恒瑞医药,40.15,40.68,39.9,40.64,121193.27,488300448.0,16971
2017-10-18,600276,恒瑞医药,40.68,40.73,40.32,40.52,92141.4,372908640.0,14525
2017-10-19,600276,恒瑞医药,40.49,41.72,40.44,41.68,161840.64,668382784.0,22619
2017-10-20,600276,恒瑞医药,41.64,41.64,41.02,41.39,93546.95,386416960.0,16026
2017-10-23,600276,恒瑞医药,41.4,41.92,41.12,41.47,91721.76,380703968.0,16604
2017-10-24,600276,恒瑞医药,41.43,41.75,41.27,41.3,87044.88,360954688.0,16153
2017-10-25,600276,恒瑞医药,41.3,42.78,41.16,42.56,120041.99,504447168.0,18778
2017-10-26,600276,恒瑞医药,41.68,43.12,41.68,42.21,197979.59,837688704.0,24208
2017-10-27,600276,恒瑞医药,42.26,42.26,41.61,41.96,162584.75,680574912.0,22821
2017-10-30,600276,恒瑞医药,41.96,42.22,41.27,41.41,164711.03,685404032.0,21350
2017-10-31,600276,恒瑞医药,41.32,43.07,41.27,42.83,183825.72,777792512.0,24666
2017-11-01,600276,恒瑞医药,43.07,43.78,42.62,43.65,167015.16,725349440.0,20512
2017-11-02,600276,恒瑞医药,43.69,44.89,43.32,44.01,179481.11,792580352.0,25019
2017-11-03,600276,恒瑞医药,44.22,46.78,44.09,45.86,228178.08,1038492800.0,33150
2017-11-06,600276,恒瑞医药,45.88,48.67,45.31,48.26,300760.19,1428186368.0,40957
2017-11-07,600276,恒瑞医药,48.19,49.04,45.82,46.08,603787.06,2829459456.0,85980
2017-11-08,600276,恒瑞医药,45.71,45.79,44.65,44.91,498694.53,2249143296.0,64012
2017-11-09,600276,恒瑞医药,44.61,45.31,44.03,45.23,456045.72,2035571456.0,58156
2017-11-10,600276,恒瑞医药,45.25,45.77,44.23,45.58,404514.22,1825378688.0,43526
2017-11-13,600276,恒瑞医药,45.44,45.44,44.1,44.25,410400.09,1827243904.0,52964
2017-11-14,600276,恒瑞医药,44.28,44.78,42.64,42.73,443804.38,1936207616.0,56051
2017-11-15,600276,恒瑞医药,42.62,43.52,42.13,43.39,415215.81,1789060864.0,54947
2017-11-16,600276,恒瑞医药,43.32,44.71,42.79,44.52,336774.34,1473689216.0,42043
2017-11-17,600276,恒瑞医药,44.36,44.86,43.0,43.14,274974.94,1208034560.0,38856
2017-11-20,600276,恒瑞医药,42.39,43.99,41.16,43.91,348525.84,1483173376.0,48425
2017-11-21,600276,恒瑞医药,43.5,44.41,43.45,44.1,280452.13,1232779136.0,35212
2017-11-22,600276,恒瑞医药,44.61,45.25,43.19,43.82,351435.22,1561720320.0,51153
2017-11-23,600276,恒瑞医药,43.36,43.54,41.27,41.34,375883.56,1586616576.0,48706
2017-11-24,600276,恒瑞医药,40.64,42.17,40.64,41.55,264691.44,1098407808.0,34316
2017-11-27,600276,恒瑞医药,41.41,42.04,40.44,40.91,188134.44,773226176.0,27578
2017-11-28,600276,恒瑞医药,41.16,42.22,41.02,42.2,205885.67,858395008.0,26226
2017-11-29,600276,恒瑞医药,42.45,42.95,41.27,41.59,170673.36,716230400.0,24656
2017-11-30,600276,恒瑞医药,41.6,42.17,41.08,41.52,108661.8,453199264.0,15738
2017-12-01,600276,恒瑞医药,41.93,42.46,41.53,42.1,121561.44,511964736.0,19142
2017-12-04,600276,恒瑞医药,41.73,43.28,41.44,42.94,164831.16,703804160.0,22974
2017-12-05,600276,恒瑞医药,42.91,43.12,42.04,42.3,118374.36,502661248.0,19454
2017-12-06,600276,恒瑞医药,42.29,42.8,41.1,41.64,158074.8,661412736.0,21614
2017-12-07,600276,恒瑞医药,41.59,41.84,40.91,41.05,116340.12,479474592.0,18696
2017-12-08,600276,恒瑞医药,40.97,41.89,40.94,41.68,178264.31,741201600.0,24548
2017-12-11,600276,恒瑞医药,42.52,44.28,42.23,44.23,380173.56,1654655872.0,45249
2017-12-12,600276,恒瑞医药,44.42,44.72,43.77,43.82,215888.39,955574336.0,27967
2017-12-13,600276,恒瑞医药,44.17,44.53,43.46,44.26,179736.95,792205440.0,25220
2017-12-14,600276,恒瑞医药,44.54,44.76,44.09,44.37,138289.31,613843392.0,18953
2017-12-15,600276,恒瑞医药,44.35,44.35,43.0,43.03,168760.8,734812672.0,23260
2017-12-18,600276,恒瑞医药,43.06,43.84,43.06,43.41,113808.23,494395104.0,16517
2017-12-19,600276,恒瑞医药,43.57,43.76,43.13,43.73,129308.4,562660736.0,18846
2017-12-20,600276,恒瑞医药,44.28,44.39,43.64,44.21,139936.67,617377152.0,19131
2017-12-21,600276,恒瑞医药,44.16,45.53,44.04,45.12,234895.44,1055148608.0,31265
2017-12-22,600276,恒瑞医药,45.12,45.84,44.92,45.39,166409.88,755905792.0,20464
2017-12-25,600276,恒瑞医药,45.25,46.08,44.73,45.25,118350.95,536157568.0,16157
2017-12-26,600276,恒瑞医药,45.25,45.62,44.41,45.06,96080.4,431545792.0,12971
2017-12-27,600276,恒瑞医药,45.17,45.17,43.32,43.42,172292.64,758373056.0,25467
2017-12-28,600276,恒瑞医药,43.42,44.57,43.42,44.23,114650.63,505743328.0,17394
2017-12-29,600276,恒瑞医药,44.16,44.77,43.84,43.95,113499.36,501639712.0,15405
2018-01-02,600276,恒瑞医药,44.23,44.51,43.45,43.75,146523.0,641709248.0,19335
2018-01-03,600276,恒瑞医药,43.77,44.61,43.71,43.86,194319.83,856921024.0,31893
2018-01-04,600276,恒瑞医药,44.04,45.05,43.86,44.97,250378.44,1116500608.0,31072
2018-01-05,600276,恒瑞医药,45.6,45.75,44.53,44.81,208904.27,940780672.0,27939
2018-01-08,600276,恒瑞医药,44.87,45.47,44.54,45.41,152798.88,687841280.0,20882
2018-01-09,600276,恒瑞医药,45.69,47.93,45.29,47.62,340059.72,1592136960.0,42089
2018-01-10,600276,恒瑞医药,47.55,48.23,47.17,47.75,226660.19,1080253568.0,26110
2018-01-11,600276,恒瑞医药,47.55,47.93,47.02,47.34,134919.72,640432768.0,18006
2018-01-12,600276,恒瑞医药,47.34,47.81,47.14,47.56,112582.08,534800256.0,15960
2018-01-15,600276,恒瑞医药,47.43,48.45,46.92,47.48,220178.39,1055385280.0,24435
2018-01-16,600276,恒瑞医药,47.29,49.09,47.08,47.87,269062.56,1298134016.0,31250
2018-01-17,600276,恒瑞医药,48.19,48.24,46.68,46.87,179832.11,848017664.0,24576
2018-01-18,600276,恒瑞医药,46.98,47.79,45.84,46.4,155628.72,726906048.0,23547
2018-01-19,600276,恒瑞医药,46.45,47.66,45.92,47.4,182432.64,858266432.0,25778
2018-01-22,600276,恒瑞医药,47.4,48.76,47.29,48.7,199221.36,961403840.0,27184
2018-01-23,600276,恒瑞医药,48.64,49.72,48.14,48.89,229800.47,1121144320.0,27138
2018-01-24,600276,恒瑞医药,48.98,49.99,48.66,49.78,217184.75,1074714240.0,24673
2018-01-25,600276,恒瑞医药,50.17,50.21,48.11,48.49,241445.88,1177121664.0,35769
2018-01-26,600276,恒瑞医药,48.5,49.58,48.29,49.19,164428.67,805800448.0,20324
2018-01-29,600276,恒瑞医药,49.42,49.73,46.46,46.68,273817.44,1309299968.0,37385
2018-01-30,600276,恒瑞医药,46.68,47.69,46.56,47.23,134944.67,637821312.0,21544
2018-01-31,600276,恒瑞医药,47.16,48.39,47.11,48.25,134426.75,644440512.0,19608
2018-02-01,600276,恒瑞医药,48.57,49.03,46.66,47.32,151268.52,719338816.0,22336
2018-02-02,600276,恒瑞医药,47.69,48.44,46.98,47.35,124344.48,592579840.0,18174
2018-02-05,600276,恒瑞医药,46.82,46.95,45.69,46.77,193934.52,899123072.0,25702
2018-02-06,600276,恒瑞医药,45.56,45.56,42.8,43.97,376897.56,1668299392.0,45033
2018-02-07,600276,恒瑞医药,45.3,45.37,42.73,43.12,239878.08,1054417600.0,30298
2018-02-08,600276,恒瑞医药,43.3,44.53,43.18,44.03,167632.92,736272576.0,25930
2018-02-09,600276,恒瑞医药,42.49,43.88,42.12,43.04,260583.95,1121248256.0,30404
2018-02-12,600276,恒瑞医药,43.25,45.5,43.23,45.23,195346.31,872957952.0,28993
2018-02-13,600276,恒瑞医药,45.61,46.52,45.23,45.39,142005.23,649874176.0,19839
2018-02-14,600276,恒瑞医药,45.69,46.16,45.44,45.84,87040.2,399169856.0,12289
2018-02-22,600276,恒瑞医药,45.89,46.64,45.23,46.19,227246.75,1047144512.0,24984
2018-02-23,600276,恒瑞医药,46.52,47.73,46.16,46.71,150727.19,707574592.0,18609
2018-02-26,600276,恒瑞医药,46.85,47.81,46.24,47.66,154232.52,728176448.0,17925
2018-02-27,600276,恒瑞医药,47.82,48.13,46.92,46.96,100615.32,477064992.0,16402
2018-02-28,600276,恒瑞医药,46.85,47.36,46.12,46.19,102906.95,478589280.0,14450
2018-03-01,600276,恒瑞医药,46.08,47.35,46.02,47.29,114769.2,538649408.0,16783
2018-03-02,600276,恒瑞医药,47.07,47.49,46.87,47.02,80452.32,379577792.0,13746
2018-03-05,600276,恒瑞医药,47.04,47.63,46.6,47.47,85559.76,403710432.0,13858
2018-03-06,600276,恒瑞医药,47.45,48.94,47.43,48.57,153621.0,742822976.0,20261
2018-03-07,600276,恒瑞医药,48.38,48.87,47.91,48.07,92938.55,449068768.0,15154
2018-03-08,600276,恒瑞医药,48.68,50.36,48.34,49.9,224100.23,1114043008.0,26340
